ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Borrowings,Patterns,Morpheme_Glosses
TobaPilaga-163_see-2,,TobaPilaga,163_see,yiloteguet,yiloteguet,j + i l o t e + g e t,,arenas1993,,,,,,,,"['_:3sg', 'see', '_:asp', '_:loc']"
TobaPilaga-140_where-2,,TobaPilaga,140_where,ja'achi,ja'achi,h a ʔ a tʃ i,,arenas1993,,,,,,,,[]
TobaPilaga-140_where-3,,TobaPilaga,140_where,haiga',haiga',h ai g a ʔ,,arenas1993,,,,,,,,[]
TobaPilaga-140_where-4,,TobaPilaga,140_where,hega',hega',h e g a ʔ,,arenas1993,,,,,,,,[]
Mocovi-159_cook-2,,Mocovi,159_cook,reuosetac,re+uose+tac,r e + w o s e + t a k,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['_:3sg', 'cook', '_:asp']"
Toba-136_littlequantityfew-4,,Toba,136_littlequantityfew,saqalligueme,sa+qalligueme,s a + q a ʎ i g e m e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,"['not', 'much']"
Toba-136_littlequantityfew-5,,Toba,136_littlequantityfew,ñada'ac,ñada'ac,ɲ a d a ʔ a k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
Toba-136_littlequantityfew-6,,Toba,136_littlequantityfew,sa lamai',sa lamai',s a + l a m ai ʔ,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,"['not', 'much']"
TobaPilaga-170_needle-2,,TobaPilaga,170_needle,"caná, náicayi",náicayi,n ai k ai j i,,arenas1993,,,,,,,,[]
Mocovi-152_one-2,,Mocovi,152_one,'oonolec,'oon+ole+c,ʔ oː n + o l e,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['one', '_:dim']"
TobaPilaga-254_penis-2,,TobaPilaga,254_penis,"na-mól, ni-coué, ni-coité, nacatacóco, namolatá",ni+coue,n i + k o ʔ w e ʔ,,arenas1993,,,,,,,,"['_:poss', 'penis']"
TobaPilaga-161_wolf-2,,TobaPilaga,161_wolf,"uágayaga lipóllo, uí'im jalá lipóllo",uí'im jalá lipóllo,w i ʔ i m + h a l a + l e + p o l j o,,arenas1993,,,,,,,,"['?', 'fruit', '_:poss', 'false']"
Kadiweo-163_see-5,,Kadiweo,163_see,na,na,n a,,griffiths2002,,,,,,,,[]
Kadiweo-120_leg-2,,Kadiweo,120_leg,acaki,acaki,a tʃ a k i,,griffiths2002,,,,,,,,[]
Kadiweo-120_leg-3,,Kadiweo,120_leg,wia,wia,u j a,,griffiths2002,,,,,,,,[]
Wichi-159_cook-2,,Wichi,159_cook,takatay,ta+katay,t a + q a t ai,,braunstein2015;suarez2010,,,,,,,,"['_:3sg', 'cook']"
Wichi-159_cook-3,,Wichi,159_cook,lhataj,lhataj,ɬ a t a χ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-159_cook-4,,Wichi,159_cook,y'u,y'u,ˀj u,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-166_deer-2,,Wichi,166_deer,tson'a,tson'a,ts o ˀn a,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-162_drink-2,,Wichi,162_drink,iyoyej,iyoyej,i j o j e χ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-164_dust-2,,Wichi,164_dust,lamokw,la+mokw,l a + m o kʷ,,braunstein2015;suarez2010,,,,,1 1 4 9   ?,,,"['_:poss', 'dust']"
Wichi-164_dust-3,,Wichi,164_dust,hulu,hulu,h u l u,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-139_earthgroundsoil-2,,Wichi,139_earthgroundsoil,honhat,honhat,h o n̥ a t,,braunstein2015;suarez2010,,,,,,,,[]
Ayoreo-159_cook-6,,Ayoreo,159_cook,aare,aare,ãː r e ʔ,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Ayoreo-145_nearadv-2,,Ayoreo,145_nearadv,aobeide,aobeide,a o b ei d e,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Ayoreo-145_nearadv-3,,Ayoreo,145_nearadv,doside,doside,d o s i d e,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Ayoreo-145_nearadv-4,,Ayoreo,145_nearadv,nuñeque,nuñeque,n u ɲ e k e,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Wichi-123_burnvbintrans-2,,Wichi,123_burnvbintrans,lak'e,lak'e,l a qˀ e,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-44_feather-2,,Wichi,44_feather,afwenche w’ole,afwenche w’ole,a fʷ e n tʃ e + ˀw o l e,,braunstein2015;suarez2010,,,,,,,,"['bird', 'hair']"
Wichi-128_flea-2,,Wichi,128_flea,sinaloj,sinaloj,s i n a l o χ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-192_grass-2,,Wichi,192_grass,pataj,pataj,p a t a χ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-141_how-2,,Wichi,141_how,e',e',e ʔ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-120_leg-2,,Wichi,120_leg,takolo,takolo,t a + q o l o,,braunstein2015;suarez2010,,,,,,,,"['_:poss', 'leg']"
Wichi-136_littlequantityfew-2,,Wichi,136_littlequantityfew,lhimphaj,lhimphaj,ɬ i m pʰ a χ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-144_mute-2,,Wichi,144_mute,upa',upa',u p a ʔ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-145_nearadv-2,,Wichi,145_nearadv,iwhoye,iwhoye,i w̥ o j e,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-145_nearadv-3,,Wichi,145_nearadv,lhimphaj,lhimphaj,ɬ i m pʰ a χ,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-209_oldman-2,,Wichi,209_oldman,thonhoy,thonhoy,tʰ o n̥ oi,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-210_oldwoman-2,,Wichi,210_oldwoman,thonhoy,thonhoy,tʰ o n̥ oi,,braunstein2015;suarez2010,,,,,,,,[]
Wichi-36_spiderweb-2,,Wichi,36_spiderweb,chuhut kaniyhoy,chuhut kaniyhoy,t ʃ u h u t + q a + n i j h oi,,braunstein2015;suarez2010,,,,,,,,"['spider', '_:med', 'threads']"
Wichi-165_write-2,,Wichi,165_write,itsonhi papel,itsonhi papel,i ts o n + h i + p a p e l,,braunstein2015;suarez2010,,,,,,,,"['nail', '_:appl', 'paper']"
Nivacle-149_five-1,,Nivacle,149_five,ve'lha nôjesh caspaschei,ve'lha nôjesh caspaschei,ʋ e ʔ ɬ a + n + ɒ x + e + ʃ + k a s + p a s ʃ e + i,,seelwische1980,,,,,,,,"['one', '_:3sg', 'finish', '_:3sg', '_:inst', '_:1pl', 'finger', '_:pl']"
Quichua-318_zeamays-1,,Quichua,318_zeamays,chacra,chacra,tʃ a k r a,,bravo1975,,,,,,,,[]
Quichua-45_pyrocephalusrubinus-1,,Quichua,45_pyrocephalusrubinus,málup niñitan,málup niñitan,m a l u + p + n i ɲ i t a + n,,bravo1975,,,,,,,,"['devil', '_:gen', 'girl', '_:poss']"
Quichua-255_chaunatorquata-1,,Quichua,255_chaunatorquata,túaj,túaj,t u a x,,bravo1975,,,,,,,,[]
Quichua-45_pyrocephalusrubinus-2,,Quichua,45_pyrocephalusrubinus,diáblop gallun,diáblop gallun,d j a b l o + p + g a ʎ u + n,,bravo1975,,,,,,,,"['devil', '_:gen', 'rooster', '_:poss']"
Quichua-45_pyrocephalusrubinus-3,,Quichua,45_pyrocephalusrubinus,yáar bolita,yáar bolita,j aː r + b o l i t a,,bravo1975,,,,,,,,"['blood', 'little.ball']"
Chorote-26_geranospizacaerulescens-1,,Chorote,26_geranospizacaerulescens,wona wumkina,wona wumkina,w o n a + w u m k i n a,,drayson2009;scarpa2010,,,,,,,,"['wasp', '?']"
Nivacle-27_britoasellowiana-1,,Nivacle,27_britoasellowiana,vônjôlhôj lhôc,vônjôlhôj lhôc,ʋ ɒ n x ɒ ɬ ɒ x + ɬ + ɒ k,,seelwische1980,,,,,,,,"['ostrich', '_:poss', 'food']"
Nivacle-27_britoasellowiana-2,,Nivacle,27_britoasellowiana,novocho,novocho,n o ʋ o tʃ o,,seelwische1980,,,,,,,,[]
Guarani-27_britoasellowiana-1,,Guarani,27_britoasellowiana,ñandu apysã,ñandu apysã,ɲ a ⁿd u + a p ɨ s ã,,guasch1995;seelwische1980;carol2018,,,,,,,,"['ostrich', 'ear']"
Enlhet-28_tillandsiameridionalis-1,,Enlhet,28_tillandsiameridionalis,queenaateng yaamet,queenaateng yaamet,k e n aː t e ŋ + j aː m e t,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['charata', 'plant']"
Enlhet-29_cucurbitelladuriaei-1,,Enlhet,29_cucurbitelladuriaei,semheng aapopoc,semheng aapopoc,s e m h e ŋ + aː + p o p o k,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['dog', '_:poss', 'testicle']"
Enlhet-30_echinodoruslongipetalus-1,,Enlhet,30_echinodoruslongipetalus,yaam lhenaj ahaycoc,yaam lhenaj a+haycoc,j aː m + ɬ e n a x + a + h ai k o k,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['false', 'deer', '_:poss', 'ear']"
Enlhet-32_polygonumhispidum-1,,Enlhet,32_polygonumhispidum,venac yaamet,venac yaamet,w e n a k + j a m eː t,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['heron', 'plant']"
Enlhet-31_polygonumpunctatum-1,,Enlhet,31_polygonumpunctatum,venac yaamet,venac yaamet,w e n a k + j a m eː t,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['heron', 'plant']"
Enlhet-33_pithecocteniumcynanchoides-1,,Enlhet,33_pithecocteniumcynanchoides,popyet apalhcoc,popyet apalhcoc,p o p j e t + a p + a ɬ k o k,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['deer', '_:poss', 'tongue']"
Chorote-34_micruruscorallinus-1,,Chorote,34_micruruscorallinus,isiatamk'i,isiatamk'i,i s j a t + a m kˀ i,,drayson2009;scarpa2010,,,,,,,,"['red', 'inside']"
Abipon-1_honey-1,,Abipon,1_honey,"nahirek, aloeiek",nahirek,n a h i r e k,,najlis1966,,,,,,,,[]
Ayoreo-1_honey-1,,Ayoreo,1_honey,kũ'terĩ,kũ'terĩ,k ũ t e r ĩ,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Chorote-1_honey-1,,Chorote,1_honey,"wona-teʔ, oxoʔnateʔ",wonateʔ,w o n a + t e ʔ,,drayson2009;scarpa2010,,,,,,,,"['bala.bee', '?']"
Enlhet-1_honey-1,,Enlhet,1_honey,"yavhan, yaamyavheene'","yavhan, yaamyavheene'",j a w h a n,,unruh1997;kalisch2015;arenas1981,,,,,,,,[]
EnxetSur-1_honey-1,,EnxetSur,1_honey,"hó péyem apyegmenek, yányawhéna’",hó péyem apyegmenek,h ɔː + p eː j ɪ m + ʌ p + j ɪ ŋ m ɪ n + ɪ k,,curtis2018,,,,,,,,"['false', 'bee', '_:masc', 'water', '_:?']"
Guarani-1_honey-1,,Guarani,1_honey,eira,eira,ei r a,,guasch1995;seelwische1980;carol2018,,,,,,,,[]
Kadiweo-1_honey-1,,Kadiweo,1_honey,"api:, napigo",api:,a p iː,,griffiths2002,,,,,,,,[]
Lule-1_honey-1,,Lule,1_honey,"yalamé, yanmé, yanamé, anemé, uocochmé, quililymé. auochmé",yalamé,j a l a m e,,machoni1878,,,,,,,,[]
Maka-1_honey-1,,Maka,1_honey,-aq,aq,a q,,gerzenstein1999;arenas1983,,,,,,,,[]
Manjui-1_honey-1,,Manjui,1_honey,'talé','talé',ˀt a l e ʔ,,carol2018,,,,,,,,[]
Mapudungun-1_honey-1,,Mapudungun,1_honey,silʸwiɲ kuram,silʸwiɲ kuram,s i lʲ w i ɲ + k u r a m,,catrileo2017;catrileo2015,,,,,,,,"['bee', 'egg']"
Mbya-1_honey-1,,Mbya,1_honey,ei,ei,ei,,cadogan1992,,,,,,,,[]
Mocovi-1_honey-1,,Mocovi,1_honey,rapic li'i,rapic li'i,r a p i k + l + i ʔ i,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['wasp', '_:poss', 'juice']"
Nivacle-1_honey-1,,Nivacle,1_honey,"shinvo', tˀuxaʔ, sup'aj, uja', vôcôyech, acôyech, cayech",shinvo',ʃ i n ʋ o ʔ,,seelwische1980,,,,,,,,[]
Pilaga-1_honey-1,,Pilaga,1_honey,ma-ʔage l-'iʔi,ma'age li'i,m a ʔ a g e + l + i ʔ i,,buckwalter2015;vidal2010;filipov1993,,,,,,,,"['?', '_:poss', 'liquid']"
Quichua-1_honey-1,,Quichua,1_honey,mishqui,mishqui,m i ʃ k i,,bravo1975,,,,,,,,[]
Tapiete-1_honey-1,,Tapiete,1_honey,"ei, eimi, eiwasu, hë'ëwä, ɨrɨkwañanti, kawapua tu, täräheno",ei,ei,,gonzalez2011,,,,,,,,[]
Toba-1_honey-1,,Toba,1_honey,dapic,dapic,d a p i k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
TobaPilaga-1_honey-1,,TobaPilaga,1_honey,"má'agui, uagadó, qonayaxa polyo, qatek",qonayaGa polyo,q o n a j a ʁ a + p o l j o,,arenas1993,,,,,79,,,"['var.of.honey', 'false']"
Wichi-1_honey-1,,Wichi,1_honey,"pi'niʔ, pini t’i, akoyek",pi'niʔ,p i n i ʔ,,braunstein2015;suarez2010,,,,,,,,[]
Abipon-3_hit-1,,Abipon,3_hit,h-am-elk,h-am-elk,h a m e l k,,najlis1966,,,,,,,,[]
Ayoreo-3_hit-1,,Ayoreo,3_hit,u'heeʔ,u'heeʔ,u h eː ʔ,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Chorote-3_hit-1,,Chorote,3_hit,"axaʔ, exeʔ",exeʔ,e x e ʔ,,drayson2009;scarpa2010,,,,,,,,[]
Enlhet-3_hit-1,,Enlhet,3_hit,nentecpongaam,nentecpongaam,n e n + t e k p o ŋ + aː m,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['_:1pl', 'hit', '_:inf']"
EnxetSur-3_hit-1,,EnxetSur,3_hit,"negápeyak, negásséssesso, nélnahakkásseykha, Nentekpaga",nentekpaga,n ɪ n + t ɪ k p ʌ ŋ + ʌ,,curtis2018,,,,,,,,"['_:1pl', 'hit', '_:inf']"
Guarani-3_hit-1,,Guarani,3_hit,mbota,mbota,ⁿb o t a,,guasch1995;seelwische1980;carol2018,,,,,,,,[]
Kadiweo-3_hit-1,,Kadiweo,3_hit,"acakon, aliGo, al:aqa",acakon,a tʃ a k o n,,griffiths2002,,,,,,,,[]
Lule-3_hit-1,,Lule,3_hit,tacatacác,tacatacác,t a k a t a k a + ts,,machoni1878,,,,,,,,"['hit', '_:inf']"
Maka-3_hit-1,,Maka,3_hit,-lan,lan,l a n,,gerzenstein1999;arenas1983,,,,,,,,[]
Manjui-3_hit-1,,Manjui,3_hit,"aa, paa, 'towás",aa,aː,,carol2018,,,,,,,,[]
Mapudungun-3_hit-1,,Mapudungun,3_hit,kupafɨ,kupafɨ,k u p a f ɨ,,catrileo2017;catrileo2015,,,,,,,,[]
Mbya-3_hit-1,,Mbya,3_hit,nupã,nupã,n u p ã,,cadogan1992,,,,,,,,[]
Mocovi-3_hit-1,,Mocovi,3_hit,ỹouaxan,ỹouaxan,j + o w a ʁ a n,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['_:3A', 'hit']"
Nivacle-3_hit-1,,Nivacle,3_hit,"pôcôj, clôn, t'ijôj, c'ôn, ôjcôj, tôjôj, cocôj",pôcôj,p ɔ k ɔ x,,seelwische1980,,,,,,,,[]
Pilaga-3_hit-1,,Pilaga,3_hit,yiw'aʕan,yiw'aʕan,j i + ʔ w a ʕ a n,,buckwalter2015;vidal2010;filipov1993,,,,,,,,"['_:3A', 'hit']"
Quichua-3_hit-1,,Quichua,3_hit,"máckay, huájtay",máckay,m a q a + j,,bravo1975,,,,,,,,"['hit', '_:inf']"
Tapiete-3_hit-1,,Tapiete,3_hit,"mba'eso, tinga, tintinga",mba'eso,ⁿb a ʔ e s o,,gonzalez2011,,,,,,,,[]
Toba-3_hit-1,,Toba,3_hit,iuaxan,iuaxan,i + w a ʁ a n,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
TobaPilaga-3_hit-1,,TobaPilaga,3_hit,etowoq,etowoq,e t o w o q,,arenas1993,,,,,,,,[]
Wichi-3_hit-1,,Wichi,3_hit,"i'lon, inhopojlhi, yikojlhi",i'lon,i + l o n ɬ,,braunstein2015;suarez2010,,,,,,,,"['_:3A', 'hit']"
Abipon-4_brother-1,,Abipon,4_brother,añaleho,añaleho,a ɲ a l e h o,,najlis1966,,,,,,,,[]
Ava-4_brother-1,,Ava,4_brother,rɨkeɨ,rɨkeɨ,r + ɨ k eɨ,,dietrich2015,,,,,,,,"['_:poss', 'brother']"
Ayoreo-4_brother-1,,Ayoreo,4_brother,-joai,-joai,h õ r ai,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Cerriteno-4_brother-1,,Cerriteno,4_brother,yaqaya,yaqaya,j a + q a j a,,messineo2009,,,,,,,,"['_:poss', 'brother']"
Chamacoco-4_brother-1,,Chamacoco,4_brother,"leshɨbich, ɨshɨt, yam, leshap, sham",leshɨbich,l e ʃ ɨ b i tʃ,,ciucci2013,,,,,,,,[]
EnxetSur-4_brother-1,,EnxetSur,4_brother,"egyáxeg, kélpók",egyáxeg,ɪ ŋ + j ɑː ɬ ɪ ŋ,,curtis2018,,,,,,,,"['_:poss', 'sibling']"
Kadiweo-4_brother-1,,Kadiweo,4_brother,y:ocwa,y:ocwa,j o k w a,,griffiths2002,,,,,,,,[]
Lule-4_brother-1,,Lule,4_brother,yahá,yahá,j a ʔ a,,machoni1878,,,,,,,,[]
Mapudungun-4_brother-1,,Mapudungun,4_brother,"peñi, lamngen",peñi,p e ɲ i,,catrileo2017;catrileo2015,,,,,,,,[]
Mocovi-4_brother-1,,Mocovi,4_brother,lqaỹa,lqaỹa,l + q a j a,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['_:poss', 'sibling']"
Pilaga-4_brother-1,,Pilaga,4_brother,naqaya,naqaya,n a + q a j a,,buckwalter2015;vidal2010;filipov1993,,,,,,,,"['_:poss', 'sibling']"
Quichua-4_brother-1,,Quichua,4_brother,"tura, huaucke",tura,t u r a,,bravo1975,,,,,,,,[]
Tapiete-4_brother-1,,Tapiete,4_brother,"kɨwɨ, tɨche'ɨ",kɨwɨ,k ɨ w ɨ,,gonzalez2011,,,,,,,,[]
Toba-4_brother-1,,Toba,4_brother,lqaỹa,lqaỹa,l + q a j a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
Abipon-5_sister-1,,Abipon,5_sister,oanerma,oanerma,w a n e r m a,,najlis1966,,,,,,,,[]
Ayoreo-5_sister-1,,Ayoreo,5_sister,"hõ'ra, nee'ro",hõ'ra,h õ r a,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Cerriteno-5_sister-1,,Cerriteno,5_sister,yaqayole,yaqayole,j a + q a j + o l e,,messineo2009,,,,,,,,"['_:poss', 'sibling', '_:dim.fem']"
Chamacoco-5_sister-1,,Chamacoco,5_sister,"ɨnt, nam",ɨnt,ɨ n t,,ciucci2013,,,,,,,,[]
EnxetSur-5_sister-1,,EnxetSur,5_sister,egyáxeg,egyáxeg,ɪ ŋ + j ɑː ɬ ɪ ŋ,,curtis2018,,,,,,,,"['_:poss', 'sibling']"
Guarani-5_sister-1,,Guarani,5_sister,teindy,teindy,t + ei n d ɨ,,guasch1995;seelwische1980;carol2018,,,,,,,,"['_:poss', 'sister']"
Kadiweo-5_sister-1,,Kadiweo,5_sister,iwal:o,iwal:o,i w a lː o,,griffiths2002,,,,,,,,[]
Lule-5_sister-1,,Lule,5_sister,yahá,yahá,j a ʔ a,,machoni1878,,,,,,,,[]
Mapudungun-5_sister-1,,Mapudungun,5_sister,"θeya, lamŋen",θeya,θ e j a,,catrileo2017;catrileo2015,,,,,,,,[]
Mbya-5_sister-1,,Mbya,5_sister,teindy,teindy,t + ei n d ɨ,,cadogan1992,,,,,,,,"['_:poss', 'sister']"
Mocovi-5_sister-1,,Mocovi,5_sister,lqaỹa,lqaỹa,l + q a j a,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['_:poss', 'sibling']"
Pilaga-5_sister-1,,Pilaga,5_sister,naqaya,naqaya,n a + q a j a,,buckwalter2015;vidal2010;filipov1993,,,,,,,,"['_:poss', 'sibling']"
Quichua-5_sister-1,,Quichua,5_sister,"ñaña, pana",ñaña,ɲ a ɲ a,,bravo1975,,,,,,,,[]
Tapiete-5_sister-1,,Tapiete,5_sister,hindɨ,hindɨ,h + i n d ɨ,,gonzalez2011,,,,,,,,"['_:poss', 'sister']"
Toba-5_sister-1,,Toba,5_sister,lqaỹa,lqaỹa,l + q a j a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
Ayoreo-6_olderbrother-1,,Ayoreo,6_olderbrother,u'yaai,u'yaai,u j aː i,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Cerriteno-6_olderbrother-1,,Cerriteno,6_olderbrother,"picha, yiya","picha, yiya",p i t ʃ a,,messineo2009,,,,,,,,[]
Chorote-6_olderbrother-1,,Chorote,6_olderbrother,-kilyeʔ,kilyeʔ,k i l j e ʔ,,drayson2009;scarpa2010,,,,,,,,[]
Enlhet-6_olderbrother-1,,Enlhet,6_olderbrother,"haavoc, engyepma'",haavoc,h aː w o k,,unruh1997;kalisch2015;arenas1981,,,,,,,,[]
EnxetSur-6_olderbrother-1,,EnxetSur,6_olderbrother,"háwok, egyepma’",egyepma’,ɪ ŋ + j ɪ p m ʌ ʔ,,curtis2018,,,,,,,,"['_:1pl', 'older.brother']"
Guarani-6_olderbrother-1,,Guarani,6_olderbrother,"ryke'y, kyvy",ryke'y,r + ɨ k e ʔ ɨ,,guasch1995;seelwische1980;carol2018,,,,,,,,"['_:poss', 'older.brother']"
Kadiweo-6_olderbrother-1,,Kadiweo,6_olderbrother,dGa,dGa,d ʁ a,,griffiths2002,,,,,,,,[]
Lule-6_olderbrother-1,,Lule,6_olderbrother,canyp,canyp,k a n i p,,machoni1878,,,,,,,,[]
Maka-6_olderbrother-1,,Maka,6_olderbrother,mats,mats,m a ts,,gerzenstein1999;arenas1983,,,,,,,,[]
Manjui-6_olderbrother-1,,Manjui,6_olderbrother,"ona, kilé'",ona,o n a,,carol2018,,,,,,,,[]
Mapudungun-6_olderbrother-1,,Mapudungun,6_olderbrother,"unen peɲi, unen lamŋen",unen peɲi,u n e n + p e ɲ i,,catrileo2017;catrileo2015,,,,,,,,"['older', 'brother']"
Mbya-6_olderbrother-1,,Mbya,6_olderbrother,tyke'y,tyke'y,t + ɨ k e ʔ ɨ,,cadogan1992,,,,,,,,"['_:poss', 'older.brother']"
Mocovi-6_olderbrother-1,,Mocovi,6_olderbrother,lopiichi,lopiichi,l + o p iː tʃ i,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['_:poss', 'older.brother']"
Nivacle-6_olderbrother-1,,Nivacle,6_olderbrother,checla',checla',tʃ e k l a ʔ,,seelwische1980,,,,,,,,[]
Pilaga-6_olderbrother-1,,Pilaga,6_olderbrother,choq'olek,choq'olek,tʃ o q ʔ o l e k,,buckwalter2015;vidal2010;filipov1993,,,,,,,,[]
Tapiete-6_olderbrother-1,,Tapiete,6_olderbrother,tɨche'ɨ,tɨche'ɨ,t + ɨ tʃ e ʔ ɨ,,gonzalez2011,,,,,,,,"['_:poss', 'older.brother']"
Toba-6_olderbrother-1,,Toba,6_olderbrother,lapichaqa',lapichaqa',l + a p i tʃ a q a ʔ,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
TobaPilaga-6_olderbrother-1,,TobaPilaga,6_olderbrother,choqolek,choqolek,t ʃ o q o l e k,,arenas1993,,,,,,,,[]
Vilela-6_olderbrother-1,,Vilela,6_olderbrother,ahe,ahe,a h e,,golluscio2009,,,,,,,,[]
Wichi-6_olderbrother-1,,Wichi,6_olderbrother,lachila,lachila,tʃ i l a ʔ,,braunstein2015;suarez2010,,,,,,,,[]
Ayoreo-8_oldersister-1,,Ayoreo,8_oldersister,"uɲa'ria, ũre'hã",uɲa'ria,u ɲ a r ia,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Cerriteno-8_oldersister-1,,Cerriteno,8_oldersister,"yapilole, yaya","yapilole, yaya",j a p i l o l e,,messineo2009,,,,,,,,[]
Chorote-8_oldersister-1,,Chorote,8_oldersister,-kyaaxuʔ,kyaaxuʔ,k j aː x u ʔ,,drayson2009;scarpa2010,,,,,,,,[]
Enlhet-8_oldersister-1,,Enlhet,8_oldersister,"yaaya, engyaalho'",engyaalho',e ŋ + j aː ɬ o ʔ,,unruh1997;kalisch2015;arenas1981,,,,,,,,"['_:poss', 'older.sister']"
EnxetSur-8_oldersister-1,,EnxetSur,8_oldersister,"háwok, egyáxa’",egyáxa’,ɪ ŋ + j ɑː ɬ ʌ ʔ,,curtis2018,,,,,,,,"['_:1pl', 'older.sister']"
Guarani-8_oldersister-1,,Guarani,8_oldersister,"ryke, tykera",tykera,t + ɨ k e r a,,guasch1995;seelwische1980;carol2018,,,,,,,,"['_:poss', 'older.sister']"
Lule-8_oldersister-1,,Lule,8_oldersister,ylehp,ylehp,i l e ʔ p,,machoni1878,,,,,,,,[]
Maka-8_oldersister-1,,Maka,8_oldersister,kuti',kuti',k u t i ʔ,,gerzenstein1999;arenas1983,,,,,,,,[]
Manjui-8_oldersister-1,,Manjui,8_oldersister,"ta'a, kité'",ta'a,t a ʔ a,,carol2018,,,,,,,,[]
Mbya-8_oldersister-1,,Mbya,8_oldersister,tyke,tyke,t + ɨ k e,,cadogan1992,,,,,,,,"['_:poss', 'older.sister']"
Mocovi-8_oldersister-1,,Mocovi,8_oldersister,lopilete,lopilete,l + o p i l e t e,,buckwalter2004;buckwalter2015b;rosso2010,,,,,,,,"['_:poss', 'older.sister']"
Nivacle-8_oldersister-1,,Nivacle,8_oldersister,chita',chita',tʃ i t a ʔ,,seelwische1980,,,,,,,,[]
Pilaga-8_oldersister-1,,Pilaga,8_oldersister,pilo'ole,pilo'ole,p i l o ʔ o l e,,buckwalter2015;vidal2010;filipov1993,,,,,,,,[]
Tapiete-8_oldersister-1,,Tapiete,8_oldersister,tɨ'ɨche,tɨ'ɨche,t + ɨ ʔ ɨ tʃ e,,gonzalez2011,,,,,,,,"['_:poss', 'older.sister']"
Toba-8_oldersister-1,,Toba,8_oldersister,lapilte,lapilte,l + a p i l t e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,,,,[]
TobaPilaga-8_oldersister-1,,TobaPilaga,8_oldersister,piló'oli,piló'oli,p i l o ʔ o l i,,arenas1993,,,,,,,,[]
Wichi-8_oldersister-1,,Wichi,8_oldersister,lachita,lachita,tʃ i t a,,braunstein2015;suarez2010,,,,,,,,[]
Ayoreo-9_youngersister-1,,Ayoreo,9_youngersister,i'naamia,i'naamia,i n aː m ia,,benz2020;schmeda1998;briggs2015,,,,,,,,[]
Cerriteno-9_youngersister-1,,Cerriteno,9_youngersister,yano'ole,yano'ole,j + a n o ʔ o l e,,messineo2009,,,,,,,,"['_:poss', 'younger.sister']"
Chorote-9_youngersister-1,,Chorote,9_youngersister,-kixnyeʔ,kixnyeʔ,k i x n j e ʔ,,drayson2009;scarpa2010,,,,,,,,[]
